,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
6005,Mongu (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,Living Characters
6006,Mordecai Jones (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6007,Murdoch Adams (Earth-616),,Good Characters,,Blond Hair,Male Characters,Living Characters
6008,Nimrod (Vampire) (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters
6009,Ramon Garcia (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
6010,Ree-Zee (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters
6011,Robert Landers (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
6012,Thomas Thunderhead (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters
6013,Tryx (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Living Characters
6014,Virago (Earth-616),,Bad Characters,Orange Eyes,Green Hair,Female Characters,Living Characters
6015,Vlad Tepulus (Earth-616),Public Identity,,,,Male Characters,Living Characters
6016,Zartra (Atlantean) (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Living Characters
6017,Alvin Denton (Earth-616),No Dual Identity,,,Brown Hair,Male Characters,Deceased Characters
6018,Avalon (Caretaker) (Earth-616),No Dual Identity,Good Characters,,,,Living Characters
6019,Ayla Prentiss (Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters
6020,Celestia Denton (Earth-616),,Bad Characters,,,Female Characters,Deceased Characters
6021,Cornell Cottonmouth (Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,Living Characters
6022,Czar-Doon (Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,Living Characters
6023,David Eshcol (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Deceased Characters
6024,FAUST (Fully Automated Unit of Structural Technology) (Earth-616),Secret Identity,Good Characters,,,,Living Characters
6025,Ikthalon (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,Living Characters
6026,James Sinoda (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Deceased Characters
6027,Jason Adamson (Earth-616),,,,,Male Characters,Living Characters
6028,Krowtanem (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6029,Lenore Frankenstein (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Deceased Characters
6030,Loc Do (Earth-616),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Deceased Characters
6031,Loralee Tate (Earth-616),No Dual Identity,Good Characters,,,Female Characters,Living Characters
6032,Maxwell Plumm (Earth-616),,Bad Characters,Black Eyes,Brown Hair,Male Characters,Deceased Characters
6033,Papa Shorty (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters
6034,Protector (Rhunian Android) (Earth-616),No Dual Identity,Bad Characters,,No Hair,,Living Characters
6035,Rachel Dandridge (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Living Characters
6036,Rebecca Adamson (Earth-616),,,,,Female Characters,Living Characters
6037,Sinbad (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters
6038,Sybil Mills (Earth-616),Public Identity,Good Characters,Blue Eyes,,Female Characters,Living Characters
6039,Victoria Wingate Hellstrom (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters
6040,Wayne Logan (Earth-616),,Good Characters,,,Male Characters,Living Characters
6041,William Roberts (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6042,Yolinda (Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
6043,Berserker (Android) (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
6044,Dorrek (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Living Characters
6045,Droog (Earth-616),,,White Eyes,No Hair,Male Characters,Living Characters
6046,Fer-Porr (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
6047,Garko (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
6048,Garth (Other Realm) (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,Living Characters
6049,Geb (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,Living Characters
6050,Gorjoon (Other Realm) (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Living Characters
6051,Indigo (ICON) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Deceased Characters
6052,Jeff Cochren (Earth-616),,Good Characters,,Black Hair,Male Characters,Deceased Characters
6053,Juno (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,Deceased Characters
6054,Khordes (Earth-616),Public Identity,,,,Male Characters,Living Characters
6055,Kirov Petrovna (Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters
6056,Lambert (Other Realm) (Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,Living Characters
6057,Lazarus (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,Living Characters
6058,Michael Stivak (Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,Living Characters
6059,Mister Carpenter (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6060,Musenda (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6061,"Nick Lewis, Jr. (Earth-616)",Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6062,Raphael Zoran (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters
6063,Rebecca Rainbow (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters
6064,Shabby Allus (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters
6065,Sro-Himm (Earth-616),,Bad Characters,,Bald,Male Characters,Living Characters
6066,Werner Schmidt (ICON) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters
6067,Alexi Bruskin (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters
6068,Arthur Winslow (Earth-616),,,,,Male Characters,Living Characters
6069,Bambi (Earth-616),No Dual Identity,Neutral Characters,,,Female Characters,Living Characters
6070,Basilisk (Demon) (Earth-616),,Bad Characters,Red Eyes,,Male Characters,Living Characters
6071,Brother Inquisitor (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters
6072,Bun-Dall (Earth-616),No Dual Identity,Neutral Characters,,Bald,Male Characters,Living Characters
6073,Burning Snake (Earth-616),,,,,,Living Characters
6074,Dale West (Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,Living Characters
6075,Filippo Ayala (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,Deceased Characters
6076,Fred Hovel (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6077,Geoffrey Ballard (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6078,Gingerbread Man (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Deceased Characters
6079,Goat-Child (Earth-616),,,,,,Living Characters
6080,Herbert Bell (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Living Characters
6081,Herbert Griswold (Earth-616),,Bad Characters,,White Hair,,Living Characters
6082,Hesperus Chadwick (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6083,Jacob Pollock (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,Living Characters
6084,Joon Moon Yuc (Earth-616),No Dual Identity,,,Black Hair,Male Characters,Living Characters
6085,Lancelot (Iron Fist Ally) (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
6086,Mason Harding (Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,Living Characters
6087,Matilda von Tromp (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,Living Characters
6088,Morton Kribbee (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters
6089,Nestor Ayala (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Deceased Characters
6090,Olivier Bedwette (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6091,Ren\u00e9 Duquesne (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
6092,Sandy York (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,Living Characters
6093,Scrounger (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters
6094,Slitherogue (Earth-616),,Bad Characters,Grey Eyes,Black Hair,Male Characters,Living Characters
6095,Tandy Snow (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters
6096,Victor Cochran (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters
6097,Vira (Tode) (Earth-616),No Dual Identity,,,,Female Characters,Living Characters
6098,Abel Stack (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
6099,Burgundy (Power Man Ally) (Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
6100,Capricorn (LMD) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6101,Charles Delazny Sr. (Earth-616),,,,Black Hair,Male Characters,Living Characters
6102,Fee-Lon (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters
6103,Jakarra (Earth-616),Secret Identity,,Red Eyes,Bald,Male Characters,Living Characters
6104,Judy Parks (Earth-616),,,,,Female Characters,Living Characters
6105,Kur (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6106,Lynn Anderson (Earth-616),,,,,Female Characters,Living Characters
6107,Pisces (Female LMD) (Earth-616),,,,Blond Hair,Female Characters,Living Characters
6108,Pisces (LMD) (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,Living Characters
6109,Zarin (Eternal) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,,Male Characters,Living Characters
6110,Zirksu (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters
6111,Con Ticci Viracocha (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
6112,Eugene Everett (Earth-616),,,,Black Hair,Male Characters,Living Characters
6113,Factor-X (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6114,Jason Beere (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
6115,Joshua Itobo (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
6116,Khanata (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,Living Characters
6117,Kogar (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6118,Krollar (Earth-616),,Bad Characters,,No Hair,Male Characters,Deceased Characters
6119,Lord Gaea (Earth-616),,Bad Characters,,No Hair,Male Characters,Living Characters
6120,Miles Brickman (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters
6121,Phillip Garcia (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6122,Rhiahn (Earth-616),,Bad Characters,One Eye,,Male Characters,Deceased Characters
6123,Tabur (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
6124,Alfeo Spinosa (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters
6125,Eyekillers (Earth-616),Secret Identity,Bad Characters,,,,Living Characters
6126,Odysseus (Earth-616),,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters
6127,Pamela Quinn (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
6128,Patroclus (Earth-616),Public Identity,,,Blond Hair,Male Characters,Living Characters
6129,Tisha Scarabeus (Earth-616),Public Identity,,,,Female Characters,Living Characters
6130,Vassily Khandruvitch (Earth-616),No Dual Identity,,,Grey Hair,Male Characters,Living Characters
6131,Watoomb (Earth-616),,Neutral Characters,,No Hair,Male Characters,Living Characters
6132,"William Evans, Jr. (Earth-616)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters
6133,Azaziah (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Living Characters
6134,Dominic Tyrone (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters
6135,Fasolt (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6136,Hestia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
6137,Itzamna (Earth-616),,,,,,Living Characters
6138,Jack Wordman (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,Living Characters
6139,Lorenzo Jacobi (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,Deceased Characters
6140,Morgan Hardy (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6141,Narda Ravanna (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters
6142,Shialmar (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters
6143,Solace (Earth-616),,Neutral Characters,,,Male Characters,Living Characters
6144,Sylvester Marston (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
6145,Tran Coy Manh (Earth-616),,Bad Characters,,Black Hair,Male Characters,Deceased Characters
6146,Ukko (Earth-616),,,,,Male Characters,Living Characters
6147,Wartstaff (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
6148,Annie Richardson (Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Female Characters,Deceased Characters
6149,Anton Mogart (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6150,Arlok (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters
6151,Astra (Spaceknight) (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters
6152,Battleaxe (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,Deceased Characters
6153,Emma Burstein (Earth-616),Public Identity,Good Characters,,White Hair,Female Characters,Living Characters
6154,Grotto (Earth-616),Public Identity,Bad Characters,,,Male Characters,Living Characters
6155,Hammerhand (Spaceknights) (Earth-616),,Good Characters,,,Male Characters,Living Characters
6156,Heinrich Krowler (Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,Living Characters
6157,Kilgore Slaughter (Earth-616),,,,Blond Hair,Male Characters,Living Characters
6158,Leanne (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
6159,McMurdo (Earth-616),,,,White Hair,Male Characters,Living Characters
6160,Megan Daemon (Earth-616),,,Green Eyes,Blond Hair,Female Characters,Living Characters
6161,Piotr Phobos (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,Living Characters
6162,Ralf (Earth-616),,,,,Male Characters,Living Characters
6163,Randolph Cherryh (Earth-616),Public Identity,Bad Characters,,,Male Characters,Living Characters
6164,Sentinels Mk IV (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,,Living Characters
6165,Shade (Gangster) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6166,Zira (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,Living Characters
6167,Claw (Chaste) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters
6168,Flame (Chaste) (Earth-616),,Good Characters,,,,Deceased Characters
6169,Georgianna Castleberry (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
6170,Lord Samedar (Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,Living Characters
6171,Napier Sutton (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6172,Nimrod Strange (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6173,Noburu-Hideki (Earth-616),,Bad Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters
6174,Petunia Grimm (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters
6175,Ramsey Kole (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6176,Samuel Bernstein (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
6177,Shango (Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6178,Simon Marshall (Earth-616),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Deceased Characters
6179,Wraith High Witch (Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,Living Characters
6180,Axe (Mutant) (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
6181,Daniel Grimm Jr. (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
6182,Gladys Smallwood (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters
6183,Kono Sanada (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6184,Raleigh Halward (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6185,Alma Chalmers (Earth-616),,Bad Characters,,Grey Hair,Female Characters,Living Characters
6186,Freddie Stanachek (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters
6187,Gretl Anders (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Deceased Characters
6188,Hugo Longride (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,Living Characters
6189,Idiot (Earth-616),,Bad Characters,White Eyes,,Male Characters,Living Characters
6190,Isabel St. Ives (Earth-616),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,Deceased Characters
6191,Jacqueline Trufaut (Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,Living Characters
6192,Janet McEntee (Earth-616),,,,,Female Characters,Living Characters
6193,Kate (Heartbreak Hotel) (Earth-616),,,,,Female Characters,Living Characters
6194,Malachon (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
6195,Marge Smith (Earth-616),,Bad Characters,,,Female Characters,Living Characters
6196,Max Hammer (Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Living Characters
6197,Melissa Bowen (Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,Living Characters
6198,Peg Lonestar (Earth-616),,,,,Female Characters,Living Characters
6199,Raymonde Belmonde (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
6200,Shakkoth (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
6201,Shumai (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6202,Smythe (Contraxia) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6203,White Light (Earth-616),,Bad Characters,White Eyes,Black Hair,Male Characters,Living Characters
6204,Zachary Drebb (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
6205,Bernard Finn (Earth-616),No Dual Identity,Good Characters,Black Eyes,Grey Hair,Male Characters,Deceased Characters
6206,Bull of Crete (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
6207,Carl Weatherby (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters
6208,Charles Anderson (Earth-616),Public Identity,,,,Male Characters,Living Characters
6209,Cherub Whirlwind (Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,,Deceased Characters
6210,Derwyddon (Earth-616),,,,,Male Characters,Living Characters
6211,Dyvyne (Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
6212,Honcho (Vulturions) (Earth-616),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Living Characters
6213,Jubilee (Darla) (Earth-616),,Good Characters,,,Female Characters,Living Characters
6214,Karygmax (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6215,Snitch (Butch) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
6216,Stewart Cadwall (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters
6217,Tanaraq (Earth-616),Public Identity,,,White Hair,Male Characters,Living Characters
6218,Bhadsha (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
6219,Carolyn Parmentor (Earth-616),Public Identity,,,Brown Hair,Female Characters,Deceased Characters
6220,Chastity McBryde (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters
6221,Dianne Bellamy (Earth-616),,Neutral Characters,,,Female Characters,Living Characters
6222,Dominor (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
6223,Enitharmon (Earth-616),,Good Characters,,No Hair,Male Characters,Living Characters
6224,Greensong (Earth-616),,Good Characters,,No Hair,,Living Characters
6225,Hadj (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Female Characters,Living Characters
6226,Hagen (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6227,Lois (Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Deceased Characters
6228,Marandi Sjorokker (Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
6229,Red Zeppelin (Earth-616),,,,Black Hair,Male Characters,Living Characters
6230,Richard Rennsalaer (Earth-616),Public Identity,Bad Characters,,,Male Characters,Living Characters
6231,Tommy (Morlock) (Earth-616),Secret Identity,Good Characters,,Blue Hair,Female Characters,Deceased Characters
6232,Uglitha (Earth-616),,Bad Characters,,,Female Characters,Living Characters
6233,Wesley (Earth-616),Public Identity,,,,Male Characters,Living Characters
6234,Yiorgos Krallis (Earth-616),Secret Identity,,Brown Eyes,,Male Characters,Living Characters
6235,Anthony Zerbe (Earth-616),,Bad Characters,,Blond Hair,Male Characters,Living Characters
6236,Arthur Van Krijg (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Deceased Characters
6237,Bahkt (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters
6238,Blasting Cap (Earth-616),Secret Identity,,,Red Hair,Male Characters,Living Characters
6239,Bludgeon (UCWF) (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters
6240,Butte (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Living Characters
6241,Cactus (Earth-616),,Bad Characters,,,,Living Characters
6242,Charlemagne (Earth-616),No Dual Identity,,Green Eyes,Auburn Hair,Female Characters,Deceased Characters
6243,Crazy Legs (Earth-616),Secret Identity,,,Brown Hair,Male Characters,Living Characters
6244,Esme Fernando (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,Living Characters
6245,Grendell (Dark Elf) (Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,Living Characters
6246,Mark Diering (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters
6247,Razor Cut (Earth-616),Secret Identity,,Yellow Eyeballs,Black Hair,Male Characters,Living Characters
6248,Ripan (Earth-616),Public Identity,,,,Male Characters,Living Characters
6249,Willem Vincent (Earth-616),Secret Identity,Neutral Characters,,Red Hair,Male Characters,Deceased Characters
6250,Ammo (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6251,Burnatt (Earth-616),,,,,Male Characters,Living Characters
6252,Caleb Walker (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
6253,Dillon Zarro (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters
6254,Emily Walker (Earth-616),Public Identity,Good Characters,,,Female Characters,Living Characters
6255,Ginny Edwards (Earth-616),Public Identity,,,Black Hair,Female Characters,Living Characters
6256,Gloria Garsen (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
6257,Hannah Conover (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
6258,Josey Thomas (Earth-616),,Bad Characters,,Black Hair,Female Characters,Deceased Characters
6259,Peter (Nereel) (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters
6260,Rick Shea (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6261,Tension (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Deceased Characters
6262,Valdor (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,Living Characters
6263,Veronica Langkowski (Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,Living Characters
6264,Wild Rose (Earth-616),Secret Identity,,,Black Hair,Female Characters,Living Characters
6265,Agrom (Earth-616),No Dual Identity,Good Characters,White Eyes,Black Hair,Male Characters,Living Characters
6266,Chang (Landau Luckman and Lake) (Earth-616),,Neutral Characters,,White Hair,Male Characters,Deceased Characters
6267,Dafydd ap Iowerth (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
6268,Eugene van der Merwe (Earth-616),Public Identity,Bad Characters,,,Male Characters,Living Characters
6269,Iris Green (Earth-616),,Bad Characters,,Black Hair,Female Characters,Deceased Characters
6270,Mikhail Gorbachev (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,Living Characters
6271,Nikoh (Earth-616),Public Identity,,Black Eyes,No Hair,Male Characters,Living Characters
6272,Ophelia Jones (Earth-616),Public Identity,,,,Female Characters,Living Characters
6273,Phay (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6274,Phough (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6275,Phumm (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
6276,Raymond Trask (Earth-616),,,Brown Eyes,Brown Hair,Male Characters,Living Characters
6277,That Which Endures (Earth-616),Secret Identity,Neutral Characters,,No Hair,,Living Characters
6278,Vlon (Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,Living Characters
6279,Wilghe (Earth-616),Public Identity,Good Characters,Black Eyes,Grey Hair,Female Characters,Living Characters
6280,Black Light (Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,Deceased Characters
6281,Blue Celestial (Earth-616),,,,,,Living Characters
6282,Clayton Burr (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6283,Crimson (Earth-616),Secret Identity,,Red Eyes,Blond Hair,Female Characters,Living Characters
6284,Dai Kumo (Earth-616),,Bad Characters,,No Hair,Male Characters,Living Characters
6285,Danika Trevani (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,Deceased Characters
6286,Ditmal Pirvat (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6287,Emmaline Watanabe (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters
6288,Fred Bouting (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters
6289,Gordon Campbell (Earth-616),,,,,Male Characters,Living Characters
6290,Hump (Earth-616),Secret Identity,Bad Characters,White Eyes,Green Hair,Male Characters,Living Characters
6291,Ian Wajler (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
6292,Kingsize (Earth-616),Secret Identity,Bad Characters,Black Eyes,,Male Characters,Living Characters
6293,Madame Reneau (Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,Living Characters
6294,Marty Smith (Earth-616),,,,,Male Characters,Living Characters
6295,Merrick (Earth-616),,,,,,Living Characters
6296,Sagbata (Earth-616),Secret Identity,,Brown Eyes,White Hair,Male Characters,Living Characters
6297,Target (Earth-616),,Good Characters,,Blond Hair,Male Characters,Living Characters
