,Unnamed: 0,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
4515,5151,83891,Paul Richarde (Earth-616),\/Paul_Richarde_(Earth-616),Secret Identity,1,,Black Hair,Male Characters,,Living Characters,5.0,Nov-68,1968.0
4516,5152,196715,Robert McCoy (Earth-616),\/Robert_McCoy_(Earth-616),Public Identity,0,Blue Eyes,Grey Hair,Male Characters,,Living Characters,5.0,Oct-68,1968.0
4517,5153,18722,Umbu (Earth-616),\/Umbu_(Earth-616),Secret Identity,1,,No Hair,,,Living Characters,5.0,Dec-68,1968.0
4518,5154,502895,Edward Forsyth (Earth-616),\/Edward_Forsyth_(Earth-616),Secret Identity,1,,,Male Characters,,Deceased Characters,5.0,Nov-69,1969.0
4519,5155,558041,Karl Kraus (Earth-616),\/Karl_Kraus_(Earth-616),Public Identity,1,,Brown Hair,Male Characters,,Living Characters,5.0,Sep-69,1969.0
4520,5157,15956,Andro (Earth-616),\/Andro_(Earth-616),Public Identity,1,Yellow Eyes,No Hair,Male Characters,,Living Characters,5.0,Aug-70,1970.0
4521,5158,248768,Lawrence Rambow (Earth-616),\/Lawrence_Rambow_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Dec-70,1970.0
4522,5159,271565,Michel Berman (Earth-616),\/Michel_Berman_(Earth-616),Secret Identity,1,,Brown Hair,Male Characters,,Living Characters,5.0,Feb-70,1970.0
4523,5160,552874,Alecto (Red Slayer) (Earth-616),\/Alecto_(Red_Slayer)_(Earth-616),No Dual Identity,0,,Brown Hair,Male Characters,,Living Characters,5.0,Jun-71,1971.0
4524,5161,46703,Durok (Earth-616),\/Durok_(Earth-616),,1,Red Eyes,No Hair,Male Characters,,Deceased Characters,5.0,Aug-71,1971.0
4525,5162,519098,Mikas (Earth-616),\/Mikas_(Earth-616),Secret Identity,1,White Eyes,White Hair,Male Characters,,Living Characters,5.0,Oct-71,1971.0
4526,5163,18525,Paul Allen (Earth-616),\/Paul_Allen_(Earth-616),Public Identity,1,,Black Hair,Male Characters,,Deceased Characters,5.0,Oct-71,1971.0
4527,5164,448640,Trikon (Earth-616),\/Trikon_(Earth-616),Secret Identity,1,,No Hair,Male Characters,,Living Characters,5.0,Nov-71,1971.0
4528,5167,249641,George Friedrich (Earth-616),\/George_Friedrich_(Earth-616),Secret Identity,1,,Brown Hair,Male Characters,,Deceased Characters,5.0,Nov-72,1972.0
4529,5169,238449,Kamorr (Earth-616),\/Kamorr_(Earth-616),,0,Black Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Jul-72,1972.0
4530,5170,483685,Larry Wagner (Earth-616),\/Larry_Wagner_(Earth-616),,0,,Blond Hair,Male Characters,,Deceased Characters,5.0,May-72,1972.0
4531,5172,288916,Lorvex (Earth-616),\/Lorvex_(Earth-616),Public Identity,1,,Brown Hair,Male Characters,,Living Characters,5.0,Oct-72,1972.0
4532,5173,560173,Michael Miller (Earth-616),\/Michael_Miller_(Earth-616),Public Identity,0,,Black Hair,Male Characters,,Living Characters,5.0,May-72,1972.0
4533,5174,69919,Monstroid (Ballox) (Earth-616),\/Monstroid_(Ballox)_(Earth-616),,1,,,Male Characters,,Deceased Characters,5.0,Nov-72,1972.0
4534,5175,9772,Simon Gilbert (Earth-616),\/Simon_Gilbert_(Earth-616),Public Identity,1,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,5.0,Mar-72,1972.0
4535,5176,481054,Alphonse Frankenstein (Earth-616),\/Alphonse_Frankenstein_(Earth-616),No Dual Identity,0,,Black Hair,Male Characters,,Living Characters,5.0,Jan-73,1973.0
4536,5177,410771,Bolaa (Earth-616),\/Bolaa_(Earth-616),No Dual Identity,0,,Black Hair,Male Characters,,Living Characters,5.0,Dec-73,1973.0
4537,5178,631115,Carmen (Earth-616),\/Carmen_(Earth-616),Public Identity,0,,Black Hair,Female Characters,,Deceased Characters,5.0,Nov-73,1973.0
4538,5179,42374,Cyrus Black (Earth-616),\/Cyrus_Black_(Earth-616),Public Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Jun-73,1973.0
4539,5180,410773,Jukka (Earth-616),\/Jukka_(Earth-616),No Dual Identity,0,,,Male Characters,,Living Characters,5.0,Dec-73,1973.0
4540,5182,439065,Mambo Layla (Earth-616),\/Mambo_Layla_(Earth-616),,0,,,Female Characters,,Deceased Characters,5.0,Jul-73,1973.0
4541,5183,340254,Marie Cartier (Earth-616),\/Marie_Cartier_(Earth-616),Public Identity,0,,,Female Characters,,Living Characters,5.0,Apr-73,1973.0
4542,5184,1290,Nathaniel Omen (Earth-616),\/Nathaniel_Omen_(Earth-616),No Dual Identity,1,Black Eyes,Bald,Male Characters,,Living Characters,5.0,Jun-73,1973.0
4543,5185,64717,Nephrus (Earth-616),\/Nephrus_(Earth-616),No Dual Identity,1,,,Male Characters,,Living Characters,5.0,Aug-73,1973.0
4544,5186,289321,Preyy (Earth-616),\/Preyy_(Earth-616),Public Identity,1,Green Eyes,Yellow Hair,Male Characters,,Living Characters,5.0,Sep-73,1973.0
4545,5187,682633,Spad McCracken (Earth-616),\/Spad_McCracken_(Earth-616),,0,,,Male Characters,,Living Characters,5.0,Feb-73,1973.0
4546,5188,40713,Zhered-Na (Earth-616),\/Zhered-Na_(Earth-616),,0,Blue Eyes,,Female Characters,,Living Characters,5.0,Aug-73,1973.0
4547,5189,1137,Baron Macabre (Earth-616),\/Baron_Macabre_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,5.0,May-74,1974.0
4548,5190,600011,Basil Frankenstein (Earth-616),\/Basil_Frankenstein_(Earth-616),,1,,,Male Characters,,Deceased Characters,5.0,Jul-74,1974.0
4549,5192,340339,Ducharme (Earth-616),\/Ducharme_(Earth-616),Secret Identity,1,,Black Hair,Female Characters,,Living Characters,5.0,Sep-74,1974.0
4550,5194,633138,James (trapeze artist) (Earth-616),\/James_(trapeze_artist)_(Earth-616),No Dual Identity,0,,,Male Characters,,Deceased Characters,5.0,Apr-74,1974.0
4551,5195,631982,Jigsaw Monster (Earth-616),\/Jigsaw_Monster_(Earth-616),,1,,,,,Deceased Characters,5.0,Nov-74,1974.0
4552,5197,338851,King Cadaver (Earth-616),\/King_Cadaver_(Earth-616),Secret Identity,1,White Eyes,Green Hair,Male Characters,,Deceased Characters,5.0,Jul-74,1974.0
4553,5198,239038,Kragonn (Earth-616),\/Kragonn_(Earth-616),No Dual Identity,1,,Black Hair,Male Characters,,Living Characters,5.0,Jan-74,1974.0
4554,5199,34601,Tara (Children of the Comet) (Earth-616),\/Tara_(Children_of_the_Comet)_(Earth-616),,1,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,5.0,Feb-74,1974.0
4555,5200,83768,Albert DeVoor (Earth-616),\/Albert_DeVoor_(Earth-616),No Dual Identity,0,,White Hair,Male Characters,,Living Characters,5.0,Jul-75,1975.0
4556,5202,17165,Bruno Costa (Earth-616),\/Bruno_Costa_(Earth-616),Public Identity,1,,,Male Characters,,Deceased Characters,5.0,Aug-75,1975.0
4557,5204,39513,Dhasha Khan (Earth-616),\/Dhasha_Khan_(Earth-616),No Dual Identity,1,,,Male Characters,,Deceased Characters,5.0,Dec-75,1975.0
4558,5205,4128,Drom (Earth-616),\/Drom_(Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,5.0,Mar-75,1975.0
4559,5206,27858,Helleyes (Earth-616),\/Helleyes_(Earth-616),Secret Identity,1,Variable Eyes,No Hair,Male Characters,,Living Characters,5.0,Jun-75,1975.0
4560,5207,18436,Jamal Afari (Earth-616),\/Jamal_Afari_(Earth-616),Public Identity,0,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Sep-75,1975.0
4561,5209,70745,Jeremiah (Earth-616),\/Jeremiah_(Earth-616),Secret Identity,1,,Black Hair,Male Characters,,Living Characters,5.0,May-75,1975.0
4562,5210,198950,Mad Viking (Josefsen) (Earth-616),\/Mad_Viking_(Josefsen)_(Earth-616),,1,,,Male Characters,,Deceased Characters,5.0,Apr-75,1975.0
4563,5211,18814,Matthew Banham (Earth-616),\/Matthew_Banham_(Earth-616),Secret Identity,1,,Black Hair,Male Characters,,Living Characters,5.0,Jul-75,1975.0
4564,5212,2244,Nut (Earth-616),\/Nut_(Earth-616),Public Identity,0,,,Female Characters,,Living Characters,5.0,Nov-75,1975.0
4565,5213,575999,Sam Reuther (Earth-616),\/Sam_Reuther_(Earth-616),Public Identity,0,,Black Hair,Male Characters,,Living Characters,5.0,Apr-75,1975.0
4566,5214,251481,Seesha (Earth-616),\/Seesha_(Earth-616),No Dual Identity,0,,,Female Characters,,Living Characters,5.0,Jul-75,1975.0
4567,5215,512096,Vraniel (Earth-616),\/Vraniel_(Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5.0,Oct-75,1975.0
4568,5216,20508,William Young (Earth-616),\/William_Young_(Earth-616),,1,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5.0,Jun-75,1975.0
4569,5218,396073,Cheshire (Earth-616),\/Cheshire_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Nov-76,1976.0
4570,5219,1392,Damballah (Demon) (Earth-616),\/Damballah_(Demon)_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Oct-76,1976.0
4571,5220,195537,Dian Wilkins (Earth-616),\/Dian_Wilkins_(Earth-616),,0,,Brown Hair,Female Characters,,Living Characters,5.0,Jul-76,1976.0
4572,5222,1205,Eric Brooks (Doppelganger) (Earth-616),\/Eric_Brooks_(Doppelganger)_(Earth-616),Public Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Sep-76,1976.0
4573,5223,718767,Fawn (Earth-616),\/Fawn_(Earth-616),No Dual Identity,0,,,Female Characters,,Deceased Characters,5.0,Jan-76,1976.0
4574,5224,16017,He Who Remains (Earth-616),\/He_Who_Remains_(Earth-616),Public Identity,0,Black Eyes,No Hair,Male Characters,,Living Characters,5.0,Mar-76,1976.0
4575,5225,457247,Hugo Travis (Earth-616),\/Hugo_Travis_(Earth-616),No Dual Identity,0,,White Hair,Male Characters,,Living Characters,5.0,Oct-76,1976.0
4576,5226,236291,James Mandarin (Earth-616),\/James_Mandarin_(Earth-616),No Dual Identity,1,,,Female Characters,,Living Characters,5.0,Jun-76,1976.0
4577,5227,93651,Jasper Daniels (Earth-616),\/Jasper_Daniels_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,5.0,Jul-76,1976.0
4578,5228,489479,Mindy Williams (Earth-616),\/Mindy_Williams_(Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Feb-76,1976.0
4579,5229,340003,Mortimer Norris (Earth-616),\/Mortimer_Norris_(Earth-616),Secret Identity,1,Black Eyes,Black Hair,Male Characters,,Living Characters,5.0,Feb-76,1976.0
4580,5230,18319,Phillip DeWolff (Earth-616),\/Phillip_DeWolff_(Earth-616),Public Identity,0,,,Male Characters,,Living Characters,5.0,Aug-76,1976.0
4581,5231,441993,Pro-Boscis (Earth-616),\/Pro-Boscis_(Earth-616),,1,,Black Hair,Male Characters,,Living Characters,5.0,Apr-76,1976.0
4582,5232,289299,Pro-Rata (Earth-616),\/Pro-Rata_(Earth-616),Secret Identity,1,Blue Eyes,White Hair,Male Characters,,Living Characters,5.0,Jan-76,1976.0
4583,5233,723289,Ramsey (Earth-616),\/Ramsey_(Earth-616),No Dual Identity,1,,,Male Characters,,Living Characters,5.0,Dec-76,1976.0
4584,5236,15308,Stygyro (Earth-616),\/Stygyro_(Earth-616),No Dual Identity,1,,,Male Characters,,Living Characters,5.0,Aug-76,1976.0
4585,5237,507293,Villac Umu (Earth-616),\/Villac_Umu_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Jul-76,1976.0
4586,5238,246752,Charles Xavier (Entity) (Earth-616),\/Charles_Xavier_(Entity)_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Aug-77,1977.0
4587,5239,32540,Delphan Brothers (Earth-616),\/Delphan_Brothers_(Earth-616),Secret Identity,0,,,Male Characters,,Living Characters,5.0,May-77,1977.0
4588,5240,244489,Empathoid (Earth-616),\/Empathoid_(Earth-616),Public Identity,1,Red Eyes,No Hair,,,Living Characters,5.0,May-77,1977.0
4589,5241,534485,Jonathan Rich (Earth-616),\/Jonathan_Rich_(Earth-616),Public Identity,0,Green Eyes,Black Hair,Male Characters,,Living Characters,5.0,Feb-77,1977.0
4590,5242,260711,Manticore (Earth-616),\/Manticore_(Earth-616),,1,Red Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Dec-77,1977.0
4591,5243,466940,Night Flyer (Earth-616),\/Night_Flyer_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,5.0,Sep-77,1977.0
4592,5244,94197,Patrick Mason (Earth-616),\/Patrick_Mason_(Earth-616),Secret Identity,0,,,Male Characters,,Living Characters,5.0,Mar-77,1977.0
4593,5245,659580,Sam Casey (Earth-616),\/Sam_Casey_(Earth-616),Public Identity,0,,Blond Hair,Male Characters,,Living Characters,5.0,Jul-77,1977.0
4594,5248,12798,Wendy Hunt (Earth-616),\/Wendy_Hunt_(Earth-616),Secret Identity,0,Blue Eyes,White Hair,Female Characters,,Living Characters,5.0,Mar-77,1977.0
4595,5249,239156,Agent of Fortune (Earth-616),\/Agent_of_Fortune_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,5.0,Apr-78,1978.0
4596,5250,439498,"Joseph Danvers, Sr. (Earth-616)","\/Joseph_Danvers,_Sr._(Earth-616)",,0,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Jan-78,1978.0
4597,5251,246268,Lemuel Haskill (Earth-616),\/Lemuel_Haskill_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Jun-78,1978.0
4598,5252,439492,Marie Danvers (Earth-616),\/Marie_Danvers_(Earth-616),,0,Blue Eyes,Grey Hair,Female Characters,,Living Characters,5.0,Jan-78,1978.0
4599,5254,86367,Triax (Monster) (Earth-616),\/Triax_(Monster)_(Earth-616),Secret Identity,1,,No Hair,Male Characters,,Deceased Characters,5.0,Jul-78,1978.0
4600,5255,43145,Vera Gemini (Earth-616),\/Vera_Gemini_(Earth-616),Secret Identity,1,Red Eyes,No Hair,Female Characters,,Living Characters,5.0,Apr-78,1978.0
4601,5257,18851,Boris Korpse (Earth-616),\/Boris_Korpse_(Earth-616),Public Identity,1,,,Male Characters,,Living Characters,5.0,Jul-79,1979.0
4602,5258,18850,Bruno Grainger (Earth-616),\/Bruno_Grainger_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Jul-79,1979.0
4603,5259,558027,Diane Perrywinkle (Earth-616),\/Diane_Perrywinkle_(Earth-616),Public Identity,0,,Brown Hair,Female Characters,,Living Characters,5.0,Apr-79,1979.0
4604,5260,1477,Dragona (Earth-616),\/Dragona_(Earth-616),Secret Identity,0,,,Female Characters,,Living Characters,5.0,Aug-79,1979.0
4605,5262,546905,Ed Koch (Earth-616),\/Ed_Koch_(Earth-616),Public Identity,0,,White Hair,Male Characters,,Living Characters,5.0,Aug-79,1979.0
4606,5263,558026,Edwin Maxwell (Earth-616),\/Edwin_Maxwell_(Earth-616),Public Identity,0,,Red Hair,Male Characters,,Living Characters,5.0,Sep-79,1979.0
4607,5266,104156,Jaime Garcia (Earth-616),\/Jaime_Garcia_(Earth-616),Public Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Apr-79,1979.0
4608,5267,18801,Priscilla Ironwood (Earth-616),\/Priscilla_Ironwood_(Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Apr-79,1979.0
4609,5268,2486,Torgo Nia (Earth-616),\/Torgo_Nia_(Earth-616),,1,Red Eyes,Red Hair,Male Characters,,Living Characters,5.0,Aug-79,1979.0
4610,5269,18677,Vampiro (Eternal) (Earth-616),\/Vampiro_(Eternal)_(Earth-616),Public Identity,0,White Eyes,Black Hair,Male Characters,,Living Characters,5.0,Dec-79,1979.0
4611,5270,18480,Alberich (Earth-616),\/Alberich_(Earth-616),No Dual Identity,1,,Black Hair,,,Living Characters,5.0,Apr-80,1980.0
4612,5271,199078,Barbara Bannister (Earth-616),\/Barbara_Bannister_(Earth-616),Public Identity,0,Blue Eyes,Red Hair,Female Characters,,Living Characters,5.0,Jul-80,1980.0
4613,5272,21783,Brahma (Earth-616),\/Brahma_(Earth-616),,0,,Black Hair,Male Characters,,Living Characters,5.0,Nov-80,1980.0
4614,5273,242689,Caleb Hammer (Earth-616),\/Caleb_Hammer_(Earth-616),Public Identity,0,,,Male Characters,,Deceased Characters,5.0,Jun-80,1980.0
4615,5274,1032,Eric Cameron (Earth-616),\/Eric_Cameron_(Earth-616),Secret Identity,1,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Mar-80,1980.0
4616,5276,440525,Nicholas Trask (Earth-616),\/Nicholas_Trask_(Earth-616),,1,,Black Hair,Male Characters,,Living Characters,5.0,Feb-80,1980.0
4617,5278,63226,Peter Alraune (Earth-616),\/Peter_Alraune_(Earth-616),,0,,White Hair,Male Characters,,Deceased Characters,5.0,Nov-80,1980.0
4618,5279,450596,Rachel Sweet (Earth-616),\/Rachel_Sweet_(Earth-616),,1,Blue Eyes,Black Hair,Female Characters,,Living Characters,5.0,Jan-80,1980.0
4619,5281,16183,Ytitnedion (Earth-616),\/Ytitnedion_(Earth-616),No Dual Identity,1,,,Male Characters,,Living Characters,5.0,Jan-80,1980.0
4620,5282,438723,Ampzilla (Earth-616),\/Ampzilla_(Earth-616),,1,,No Hair,Male Characters,,Living Characters,5.0,Nov-81,1981.0
4621,5285,11853,Fredric Woolrich (Earth-616),\/Fredric_Woolrich_(Earth-616),Secret Identity,1,,Brown Hair,Male Characters,,Living Characters,5.0,Jun-81,1981.0
4622,5286,41362,Grappler (Earth-616),\/Grappler_(Earth-616),Secret Identity,1,Black Eyes,Black Hair,Male Characters,,Deceased Characters,5.0,Jul-81,1981.0
4623,5287,431935,Lobros (Earth-616),\/Lobros_(Earth-616),Public Identity,1,,,Male Characters,,Living Characters,5.0,Nov-81,1981.0
4624,5288,45684,Mia Lessing (Earth-616),\/Mia_Lessing_(Earth-616),,0,,,Female Characters,,Living Characters,5.0,Dec-81,1981.0
4625,5289,2322,Rainbow (Spaceknight) (Earth-616),\/Rainbow_(Spaceknight)_(Earth-616),,0,,,Female Characters,,Living Characters,5.0,Dec-81,1981.0
4626,5290,177164,Sadie Frickett (Earth-616),\/Sadie_Frickett_(Earth-616),No Dual Identity,0,Blue Eyes,Red Hair,Female Characters,,Living Characters,5.0,Jan-81,1981.0
4627,5291,387214,Time-Buoy Number 6-C (Earth-616),\/Time-Buoy_Number_6-C_(Earth-616),Secret Identity,0,,,,,Living Characters,5.0,Aug-81,1981.0
4628,5292,15070,Walter Michaels (Earth-616),\/Walter_Michaels_(Earth-616),Secret Identity,1,,Black Hair,Male Characters,,Living Characters,5.0,Aug-81,1981.0
4629,5294,175478,Alban Emond (Earth-616),\/Alban_Emond_(Earth-616),Secret Identity,1,Brown Eyes,White Hair,Male Characters,,Living Characters,5.0,Oct-82,1982.0
4630,5295,246408,Brenda Barclay (Earth-616),\/Brenda_Barclay_(Earth-616),,0,Brown Eyes,Black Hair,Female Characters,,Living Characters,5.0,Nov-82,1982.0
4631,5296,5586,Francois Lartigue (Earth-616),\/Francois_Lartigue_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Jun-82,1982.0
4632,5297,42105,Freya (Earth-616),\/Freya_(Earth-616),Public Identity,0,Green Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Jul-82,1982.0
4633,5298,15222,Jack Dulouz (Earth-616),\/Jack_Dulouz_(Earth-616),Secret Identity,1,White Eyes,Black Hair,Male Characters,,Living Characters,5.0,Oct-82,1982.0
4634,5299,93566,Jacob Grimm (Earth-616),\/Jacob_Grimm_(Earth-616),,0,,Blond Hair,Male Characters,,Living Characters,5.0,Jan-82,1982.0
4635,5300,172914,Jolena (Earth-616),\/Jolena_(Earth-616),,1,,Black Hair,Female Characters,,Living Characters,5.0,Jun-82,1982.0
4636,5301,15223,Jonathan Logan (Earth-616),\/Jonathan_Logan_(Earth-616),Public Identity,1,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,5.0,Oct-82,1982.0
4637,5302,93608,Judson Jakes (Earth-616),\/Judson_Jakes_(Earth-616),No Dual Identity,1,,Brown Hair,Male Characters,,Deceased Characters,5.0,May-82,1982.0
4638,5303,1119,Michael English (Earth-616),\/Michael_English_(Earth-616),Secret Identity,1,,,Male Characters,,Deceased Characters,5.0,Mar-82,1982.0
4639,5304,93607,Pyko (Earth-616),\/Pyko_(Earth-616),Public Identity,0,,No Hair,Male Characters,,Living Characters,5.0,May-82,1982.0
4640,5305,445585,Vanessa Tooks (Earth-616),\/Vanessa_Tooks_(Earth-616),Public Identity,0,,,Female Characters,,Living Characters,5.0,Jul-82,1982.0
4641,5306,18691,Angela Tortelli (Earth-616),\/Angela_Tortelli_(Earth-616),Secret Identity,0,Blue Eyes,Black Hair,Female Characters,,Living Characters,5.0,Feb-83,1983.0
4642,5307,42893,Dan Springer (Earth-616),\/Dan_Springer_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,5.0,Jan-83,1983.0
4643,5308,93567,Daniel Grimm (Earth-616),\/Daniel_Grimm_(Earth-616),,0,,Black Hair,Male Characters,,Living Characters,5.0,Jul-83,1983.0
4644,5309,79629,Daniel Smallwood (Earth-616),\/Daniel_Smallwood_(Earth-616),Secret Identity,0,,,Male Characters,,Living Characters,5.0,Aug-83,1983.0
4645,5310,352896,Andrew Booth (Earth-616),\/Andrew_Booth_(Earth-616),,1,,Black Hair,Male Characters,,Deceased Characters,5.0,Oct-84,1984.0
4646,5311,653808,Bekk (Earth-616),\/Bekk_(Earth-616),,0,,,Male Characters,,Deceased Characters,5.0,May-84,1984.0
4647,5312,247584,Eilif (Earth-616),\/Eilif_(Earth-616),,0,,White Hair,Male Characters,,Living Characters,5.0,Apr-84,1984.0
4648,5315,16036,Mary Brown (Karisma) (Earth-616),\/Mary_Brown_(Karisma)_(Earth-616),Secret Identity,1,Green Eyes,Brown Hair,Female Characters,,Living Characters,5.0,May-84,1984.0
4649,5317,458723,Torso (Earth-616),\/Torso_(Earth-616),Secret Identity,1,,Blond Hair,Female Characters,,Living Characters,5.0,Jun-84,1984.0
4650,5319,50256,Ashake (Egyptian) (Earth-616),\/Ashake_(Egyptian)_(Earth-616),Secret Identity,0,Blue Eyes,White Hair,Female Characters,,Living Characters,5.0,Oct-85,1985.0
4651,5320,99313,Cataphrax (Earth-616),\/Cataphrax_(Earth-616),Secret Identity,1,Red Eyes,No Hair,Male Characters,,Living Characters,5.0,Oct-85,1985.0
4652,5321,639352,Cyndi (Legion Personality) (Earth-616),\/Cyndi_(Legion_Personality)_(Earth-616),,1,,Black Hair,Female Characters,,Living Characters,5.0,May-85,1985.0
4653,5322,15227,Dust (Dazzler Foe) (Earth-616),\/Dust_(Dazzler_Foe)_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Jul-85,1985.0
4654,5323,247200,Gavin Grant (Earth-616),\/Gavin_Grant_(Earth-616),Public Identity,1,,No Hair,Male Characters,,Living Characters,5.0,Nov-85,1985.0
4655,5324,423119,Glow (Triad) (Earth-616),\/Glow_(Triad)_(Earth-616),Secret Identity,0,,,,,Living Characters,5.0,Jun-85,1985.0
4656,5325,423118,Goblin (Triad) (Earth-616),\/Goblin_(Triad)_(Earth-616),Secret Identity,1,,,,,Living Characters,5.0,Jun-85,1985.0
4657,5326,423117,Guardian (Triad) (Earth-616),\/Guardian_(Triad)_(Earth-616),Secret Identity,0,,,,,Living Characters,5.0,Jun-85,1985.0
4658,5327,454406,Heatwave (Earth-616),\/Heatwave_(Earth-616),Public Identity,1,,,Male Characters,,Deceased Characters,5.0,Dec-85,1985.0
4659,5328,249029,Hrolf (Asgardian) (Earth-616),\/Hrolf_(Asgardian)_(Earth-616),,0,,,Male Characters,,Living Characters,5.0,Feb-85,1985.0
4660,5329,639348,Jemail Karami (Earth-616),\/Jemail_Karami_(Earth-616),,1,,,Male Characters,,Living Characters,5.0,Apr-85,1985.0
4661,5330,18755,Jorro (Earth-616),\/Jorro_(Earth-616),,1,,No Hair,Male Characters,,Deceased Characters,5.0,Jun-85,1985.0
4662,5331,4322,Lillian von Loont (Earth-616),\/Lillian_von_Loont_(Earth-616),Secret Identity,1,,Black Hair,Female Characters,,Deceased Characters,5.0,Mar-85,1985.0
4663,5333,249832,Modgud (Earth-616),\/Modgud_(Earth-616),,1,,,Female Characters,,Living Characters,5.0,Nov-85,1985.0
4664,5334,343971,Susan Banner (Earth-616),\/Susan_Banner_(Earth-616),,0,Green Eyes,Black Hair,Female Characters,,Living Characters,5.0,Oct-85,1985.0
4665,5335,393032,Theron Atlanta (Earth-616),\/Theron_Atlanta_(Earth-616),Public Identity,1,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Sep-85,1985.0
4666,5336,18209,Alvin Healey (Earth-616),\/Alvin_Healey_(Earth-616),Public Identity,1,Green Eyes,Brown Hair,Male Characters,,Living Characters,5.0,May-86,1986.0
4667,5337,388994,Arthur Perry (Earth-616),\/Arthur_Perry_(Earth-616),No Dual Identity,1,,Blond Hair,Male Characters,,Deceased Characters,5.0,Sep-86,1986.0
4668,5338,435117,Bugeye (Earth-616),\/Bugeye_(Earth-616),,0,,No Hair,,,Living Characters,5.0,Feb-86,1986.0
4669,5340,628644,Elena von Lundt (Earth-616),\/Elena_von_Lundt_(Earth-616),Secret Identity,1,,Black Hair,Female Characters,,Living Characters,5.0,Jan-86,1986.0
4670,5341,466977,Hiram Riddley (Earth-616),\/Hiram_Riddley_(Earth-616),Secret Identity,0,Grey Eyes,Blond Hair,Male Characters,,Living Characters,5.0,Jan-86,1986.0
4671,5342,12886,Illich Lavrov (Earth-616),\/Illich_Lavrov_(Earth-616),Secret Identity,0,Yellow Eyes,Blond Hair,Male Characters,,Living Characters,5.0,Oct-86,1986.0
4672,5343,557932,Ken Wind (Earth-616),\/Ken_Wind_(Earth-616),Public Identity,1,,,Male Characters,,Living Characters,5.0,Oct-86,1986.0
4673,5344,678927,Samuel North (Earth-616),\/Samuel_North_(Earth-616),,0,,White Hair,Male Characters,,Living Characters,5.0,Jun-86,1986.0
4674,5345,418287,Simon Steele (Earth-616),\/Simon_Steele_(Earth-616),,1,,White Hair,Male Characters,,Living Characters,5.0,Jan-86,1986.0
4675,5346,2477,Timeshadow (Earth-616),\/Timeshadow_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,May-86,1986.0
4676,5348,404346,Bertram Hindel (Earth-616),\/Bertram_Hindel_(Earth-616),No Dual Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Jun-87,1987.0
4677,5351,248826,Eric Reardon (Earth-616),\/Eric_Reardon_(Earth-616),,1,,No Hair,Male Characters,,Deceased Characters,5.0,Jan-87,1987.0
4678,5352,57972,Eros (Olympian) (Earth-616),\/Eros_(Olympian)_(Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5.0,Sep-87,1987.0
4679,5353,1619,Farouk Al-Fasaud (Earth-616),\/Farouk_Al-Fasaud_(Earth-616),Secret Identity,1,Black Eyes,Black Hair,Male Characters,,Living Characters,5.0,Nov-87,1987.0
4680,5354,248720,Nathan Tyler (Earth-616),\/Nathan_Tyler_(Earth-616),,1,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5.0,Apr-87,1987.0
