,Unnamed: 0,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
7011,7011,Colonel Frosby (Earth-616),Public Identity,0,,Grey Hair,Male Characters,Living Characters
7012,7012,Guinevere (Earth-616),Public Identity,0,,Black Hair,Female Characters,Living Characters
7013,7013,Nocona (Earth-616),Public Identity,1,,Black Hair,Male Characters,Living Characters
7014,7014,Thunder (Black Knight) (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
7015,7015,Jess Wayne (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
7017,7017,Bombu (Earth-616),Secret Identity,1,Black Eyes,Orange Hair,Male Characters,Living Characters
7018,7018,Krang (Monster) (Earth-616),,1,,,Male Characters,Deceased Characters
7019,7019,Monstrom (Earth-616),Secret Identity,0,One Eye,,Male Characters,Living Characters
7020,7020,Anne Benson (Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
7021,7021,Big Monk McGak (Earth-616),Public Identity,1,,Blond Hair,Male Characters,Living Characters
7022,7022,Creature from Krogarr (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7023,7023,Crusher (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
7024,7024,Ghost (Zero) (Earth-616),,0,,,Male Characters,Deceased Characters
7025,7025,Howard Lindley (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
7026,7026,It (Artificial Lifeform) (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
7027,7027,Living Totem (Alien) (Earth-616),,1,,,,Living Characters
7028,7028,Lucius P. Gregory (Earth-616),No Dual Identity,1,,Bald,Male Characters,Living Characters
7030,7030,Mocuepa Tlalticpactli (Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,Living Characters
7031,7031,Monsteroso (Alien) (Earth-616),Public Identity,0,,,Male Characters,Living Characters
7032,7032,Moomba (Earth-616),Public Identity,1,,,Male Characters,Living Characters
7033,7033,Rommbu (Earth-616),,1,,,Male Characters,Living Characters
7034,7034,Baxter Bigelow (Earth-616),No Dual Identity,0,Blue Eyes,White Hair,Male Characters,Living Characters
7035,7035,Doctor Graham (Earth-616),,0,,Brown Hair,Male Characters,Living Characters
7036,7036,Franz Radzik (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7038,7038,Martian Who Stole a City (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7039,7039,Mary Brown (Silver Age) (Earth-616),Public Identity,0,Green Eyes,Brown Hair,Female Characters,Living Characters
7040,7040,Santiago Rivera (Earth-616),Public Identity,1,,Black Hair,Male Characters,Living Characters
7041,7041,Thing From the Hidden Swamp (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
7042,7042,Bestla (Earth-616),,0,,Blond Hair,Female Characters,Living Characters
7044,7044,Charlie (Teen Brigade) (Earth-616),Secret Identity,0,,Red Hair,Male Characters,Living Characters
7045,7045,Fatal Finnegan (Earth-616),,0,,,Male Characters,Living Characters
7046,7046,Hatap (Earth-616),Public Identity,1,Brown Eyes,Black Hair,Male Characters,Deceased Characters
7047,7047,Lee Kearns (Earth-616),,0,,,Male Characters,Living Characters
7048,7048,Zano (Xartan) (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7049,7049,Bull (Criminal) (Earth-616),,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
7050,7050,Gullin (Boar God) (Earth-616),Public Identity,1,,Brown Hair,Male Characters,Living Characters
7051,7051,Jules Bergen (Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,Living Characters
7052,7052,Kabir Mahadevu (Earth-616),Public Identity,1,,Black Hair,Male Characters,Living Characters
7054,7054,Raggadorr (Earth-616),,0,,,Male Characters,Living Characters
7055,7055,Tom Smith (Earth-616),Secret Identity,0,,Brown Hair,Male Characters,Living Characters
7057,7057,Wrogg (Earth-616),,1,Blue Eyes,Green Hair,Male Characters,Deceased Characters
7059,7059,Cedric Rawlings (Earth-616),Public Identity,1,,Grey Hair,Male Characters,Deceased Characters
7060,7060,Curtis (Butler) (Earth-616),Public Identity,0,,Bald,Male Characters,Living Characters
7063,7063,Madame Macabre (Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Female Characters,Living Characters
7064,7064,Minotaur (Mole Man) (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7065,7065,Rijk Rooten (Earth-616),Secret Identity,0,,Grey Hair,Male Characters,Living Characters
7066,7066,Sen-Yu (Earth-616),,0,,Bald,Male Characters,Living Characters
7067,7067,Sentinel 1 (Earth-616),Public Identity,1,,,,Living Characters
7068,7068,Sentinel 2 (Earth-616),Public Identity,1,,,,Living Characters
7069,7069,Sentinel 6 (Earth-616),Public Identity,1,,,,Living Characters
7070,7070,Sentinel 7 (Earth-616),Public Identity,1,,,,Living Characters
7071,7071,Supramor (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7072,7072,Asti the All-Seeing (Earth-616),,1,,,,Living Characters
7073,7073,Colosso (Earth-616),,0,,,Male Characters,Living Characters
7074,7074,Gorki (Earth-616),,1,,Grey Hair,Male Characters,Living Characters
7076,7076,Number One (Secret Empire 1) (Earth-616),Secret Identity,1,,,Male Characters,Deceased Characters
7079,7079,Abu Dakir (Earth-616),No Dual Identity,1,,White Hair,Male Characters,Living Characters
7080,7080,David Brinkley (Earth-616),Public Identity,0,,Grey Hair,Male Characters,Living Characters
7081,7081,Flaming Star (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
7082,7082,Gnome (Scientist) (Earth-616),Secret Identity,1,Green Eyes,Black Hair,Male Characters,Living Characters
7084,7084,Mutaurus (Earth-616),Public Identity,1,Red Eyes,,Male Characters,Deceased Characters
7086,7086,Replica Model X-3 (Earth-616),,1,Green Eyes,No Hair,Male Characters,Living Characters
7088,7088,Yuri Brushov (Earth-616),No Dual Identity,1,,Brown Hair,Male Characters,Living Characters
7092,7092,Gondolff (Asgardian) (Earth-616),,0,,Strawberry Blond Hair,Male Characters,Living Characters
7093,7093,Greer (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Female Characters,Living Characters
7097,7097,Roy Thomas (Earth-616),Public Identity,0,,Blond Hair,Male Characters,Living Characters
7099,7099,Synthetic Man (Earth-616),,1,,,,Living Characters
7101,7101,Voltorg (Earth-616),,1,,,,Deceased Characters
7102,7102,Charles Gray (Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
7103,7103,Daydra (Earth-616),Public Identity,0,Grey Eyes,Black Hair,Female Characters,Living Characters
7104,7104,Gargantos (Earth-616),,1,,,,Living Characters
7106,7106,Mei Ling (Earth-616),,0,Brown Eyes,Black Hair,Female Characters,Deceased Characters
7107,7107,Robert Rickard (Earth-616),,1,,,Male Characters,Living Characters
7108,7108,Torpedo (Agent of Crime-Wave) (Earth-616),,1,,,Male Characters,Deceased Characters
7109,7109,Ulysses Abboud (Earth-616),,1,Brown Eyes,No Hair,Male Characters,Deceased Characters
7110,7110,Big Rock (Earth-616),,1,,Black Hair,Male Characters,Living Characters
7112,7112,Carlos Cortez (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
7115,7115,Hans Klaus (Earth-616),Public Identity,0,,Blond Hair,Male Characters,Deceased Characters
7116,7116,Kronin Krask (Earth-616),Public Identity,1,,Orange Hair,Male Characters,Living Characters
7117,7117,Little Flower (Earth-616),Public Identity,0,,,Male Characters,Living Characters
7118,7118,The Dude (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
7119,7119,The Kid (Earth-616),Secret Identity,0,,Red Hair,Male Characters,Living Characters
7120,7120,Tomo Yoshida (Earth-616),Public Identity,1,,,Male Characters,Deceased Characters
7121,7121,Top Man (Earth-616),,1,Black Eyes,Black Hair,Male Characters,Living Characters
7122,7122,Astrologer (Earth-616),,1,,White Hair,Male Characters,Deceased Characters
7123,7123,Ben Crandal (Earth-616),No Dual Identity,0,,Brown Hair,Male Characters,Living Characters
7125,7125,Captain Cybor (Earth-616),Secret Identity,1,,Bald,Male Characters,Living Characters
7128,7128,Tragg (Earth-616),,1,,,Male Characters,Living Characters
7130,7130,Coral (Earth-616),Public Identity,0,,Brown Hair,Female Characters,Living Characters
7131,7131,Georgia Jenkins (Earth-616),,0,,Black Hair,Female Characters,Living Characters
7132,7132,Inheritor (Earth-616),No Dual Identity,1,Black Eyes,No Hair,Male Characters,Living Characters
7133,7133,Kartag (Earth-616),,0,,,Male Characters,Living Characters
7134,7134,Malcolm Donalbain (Earth-616),No Dual Identity,1,,Brown Hair,Male Characters,Living Characters
7135,7135,Marlene Blackgar (Earth-616),,1,White Eyes,Brown Hair,Female Characters,Deceased Characters
7136,7136,Miles Blackgar (Earth-616),,1,,Grey Hair,Male Characters,Deceased Characters
7137,7137,Morton Clegstead (Earth-616),Secret Identity,0,,,Male Characters,Deceased Characters
7138,7138,Night Phantom (Robot) (Earth-616),,1,,,,Deceased Characters
7139,7139,Orkie (Earth-616),Public Identity,0,,White Hair,Male Characters,Living Characters
7140,7140,Otto Kronsteig (Earth-616),Secret Identity,1,Blue Eyes,Bald,Male Characters,Living Characters
7141,7141,Quirt (Earth-616),Public Identity,1,,Brown Hair,Male Characters,Living Characters
7142,7142,Shirlee Bryant (Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
7143,7143,Sir Ram (Earth-616),Secret Identity,0,,Grey Hair,Male Characters,Living Characters
7144,7144,Tyler Stuart (Earth-616),Public Identity,0,,White Hair,Male Characters,Living Characters
7145,7145,William Nelson (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
7146,7146,Zabo Donalbain (Earth-616),,1,,Bald,Male Characters,Living Characters
7147,7147,Alejandro Cortez (Earth-616),Public Identity,1,Brown Eyes,Black Hair,Male Characters,Living Characters
7150,7150,Baron Samedi (AIM) (Earth-616),,1,,White Hair,Male Characters,Living Characters
7151,7151,Frances Delon (Earth-616),Public Identity,0,,Blond Hair,Female Characters,Living Characters
7153,7153,Kathulos (Earth-616),Secret Identity,1,,No Hair,Male Characters,Deceased Characters
7154,7154,Marguerita (Earth-616),Secret Identity,1,Blue Eyes,White Hair,Female Characters,Deceased Characters
7155,7155,Raman (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
7156,7156,Skragg (Earth-616),Secret Identity,1,Green Eyes,No Hair,Male Characters,Deceased Characters
7157,7157,Terrex (Earth-616),Secret Identity,1,,No Hair,Male Characters,Living Characters
7159,7159,Vanessa Brooks (Earth-616),Public Identity,0,Brown Eyes,Black Hair,Female Characters,Deceased Characters
7160,7160,William Frankenstein (Earth-616),No Dual Identity,0,,Black Hair,Male Characters,Living Characters
7161,7161,Algon (Earth-616),,1,,,Male Characters,Deceased Characters
7162,7162,Anton Vierken (Earth-616),No Dual Identity,1,,Bald,Male Characters,Deceased Characters
7164,7164,Barachuudar (Earth-616),,1,,No Hair,Male Characters,Living Characters
7165,7165,Baron Thunder (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7167,7167,Brian Lazarus (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
7168,7168,Bruno (Hunchback) (Earth-616),No Dual Identity,1,,,Male Characters,Deceased Characters
7169,7169,Cobrah (Earth-616),,1,,No Hair,Male Characters,Living Characters
7170,7170,Crackerjack Jackson (Earth-616),,0,Brown Eyes,Bald,Male Characters,Deceased Characters
7172,7172,Dracus (Earth-616),No Dual Identity,1,,,Male Characters,Living Characters
7173,7173,Exterminators (Earth-616),No Dual Identity,1,,,,Living Characters
7174,7174,Grigory Russoff (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
7175,7175,Ivan (Frankenstein) (Earth-616),,1,Black Eyes,Black Hair,Male Characters,Deceased Characters
7176,7176,Janice Caccone (Earth-616),Public Identity,0,,,Female Characters,Deceased Characters
7177,7177,Julia Winters (from Monsters Unleashed) (Earth-616),No Dual Identity,0,,,Female Characters,Living Characters
7179,7179,Kaballa (Earth-616),Secret Identity,1,,No Hair,Male Characters,Deceased Characters
7180,7180,Linbythoum (Earth-616),,1,,,Male Characters,Living Characters
7182,7182,Louis Belski (Earth-616),Public Identity,1,,Black Hair,Male Characters,Deceased Characters
7184,7184,Moondog the Malicious (Earth-616),,1,,,Male Characters,Living Characters
7185,7185,Rowregyynac (Earth-616),,1,,Bald,Male Characters,Living Characters
7186,7186,Snakar (Earth-616),,1,,,Male Characters,Living Characters
7187,7187,Sombre (Earth-616),,1,Brown Eyes,Black Hair,Male Characters,Deceased Characters
7188,7188,Steve Rand (Earth-616),Public Identity,1,,,Male Characters,Deceased Characters
7189,7189,Steven Caccone (Earth-616),Public Identity,0,,Black Hair,Male Characters,Deceased Characters
7190,7190,Triple-Iron (Earth-616),,1,,,Male Characters,Living Characters
7191,7191,Weezhil (Earth-616),,1,,Brown Hair,Male Characters,Living Characters
7192,7192,Winston Redditch (Earth-616),Public Identity,1,,Blond Hair,Male Characters,Living Characters
7193,7193,Yentron (Earth-616),,1,,,,Living Characters
7194,7194,Yvette Steckley (Earth-616),Public Identity,0,,Blond Hair,Female Characters,Deceased Characters
7195,7195,Zannarth (Earth-616),,1,Yellow Eyes,Black Hair,Male Characters,Living Characters
7196,7196,Astrid Josefson (Earth-616),,0,,,Female Characters,Deceased Characters
7198,7198,Charlton Grundge (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
7200,7200,Daniel Madrox (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
7201,7201,Danielle Nicolle (Earth-616),,1,,,Female Characters,Living Characters
7202,7202,Egeus (Earth-616),No Dual Identity,1,,No Hair,Male Characters,Living Characters
7203,7203,George Teekle (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
7205,7205,Janice Foswell (Earth-616),Secret Identity,1,,,Female Characters,Deceased Characters
7207,7207,Joan Madrox (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Female Characters,Deceased Characters
7208,7208,Joel Tanner (Earth-616),Public Identity,0,,White Hair,Male Characters,Deceased Characters
7209,7209,Judith Klemmer (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
7210,7210,Kalumai (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7211,7211,Klonus (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7212,7212,Kthara (Earth-616),Secret Identity,1,Red Eyes,No Hair,Female Characters,Living Characters
7213,7213,Ludwig von Shtupf (Earth-616),,1,,Grey Hair,Male Characters,Living Characters
7214,7214,Madam Slay (Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Female Characters,Living Characters
7215,7215,Malcolm Merriwell (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7217,7217,Maria Russoff (Earth-616),No Dual Identity,0,Blue Eyes,Red Hair,Female Characters,Deceased Characters
7218,7218,Morag (Earth-616),Public Identity,1,,Bald,Male Characters,Living Characters
7219,7219,Mortak (Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
7220,7220,Ogun Strong (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Deceased Characters
7221,7221,Olivia Selby (Earth-616),,1,,,Female Characters,Living Characters
7222,7222,Orji Jones (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Deceased Characters
7223,7223,Publius (Earth-616),Public Identity,0,,White Hair,Male Characters,Living Characters
7224,7224,Rainbow (I.C.O.N.) (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7225,7225,Satorymho (Earth-616),,0,,Red Hair,Male Characters,Deceased Characters
7226,7226,Shadow Stalker (Earth-616),,1,,Bald,Male Characters,Living Characters
7227,7227,Simon Bretnor (Earth-616),Secret Identity,1,,Blond Hair,Male Characters,Deceased Characters
7228,7228,Tiger-Claw (Earth-616),,1,,Bald,Male Characters,Living Characters
7229,7229,Zandor (Earth-616),,1,,Bald,Male Characters,Living Characters
7230,7230,Araman Nila (Earth-616),,1,,Black Hair,Male Characters,Living Characters
7231,7231,Big Brother (Earth-616),,1,Brown Eyes,Black Hair,Male Characters,Living Characters
7232,7232,Black Knight (Robot) (Earth-616),,0,,,,Living Characters
7233,7233,Brian Mann (Earth-616),Secret Identity,1,,Brown Hair,Male Characters,Living Characters
7234,7234,Celia Jackson (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Female Characters,Living Characters
7235,7235,Challenger (Demon) (Earth-616),,1,,No Hair,Male Characters,Living Characters
7237,7237,Falzon (Earth-616),Public Identity,0,,White Hair,Male Characters,Living Characters
7238,7238,Gordon Dare (Earth-616),Secret Identity,0,,Blond Hair,Male Characters,Living Characters
7239,7239,Heshin (Earth-616),No Dual Identity,1,,,Male Characters,Living Characters
7240,7240,Hoenir (Earth-616),,0,,,Male Characters,Living Characters
7241,7241,Hugh Dare (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
7242,7242,Jaard (Earth-616),,0,Gold Eyes,Gold Hair,Male Characters,Deceased Characters
7243,7243,Jan Maarshall (Earth-616),Secret Identity,1,,Red Hair,Male Characters,Living Characters
7244,7244,Jerry Brown (Earth-616),No Dual Identity,0,,Grey Hair,Male Characters,Living Characters
7245,7245,"John Romita, Sr. (Earth-616)",,0,,White Hair,Male Characters,Living Characters
7246,7246,Karen Lee (Kali) (Earth-616),,1,,Black Hair,Female Characters,Living Characters
7247,7247,Martin Aaronson (Earth-616),Secret Identity,1,,Brown Hair,Male Characters,Living Characters
7248,7248,Master of the Sun (Earth-616),Secret Identity,0,,White Hair,Male Characters,Living Characters
7250,7250,Randy Tate (Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Female Characters,Living Characters
7251,7251,Regina Clayborne (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Female Characters,Living Characters
7252,7252,Si Fan Chung (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Living Characters
7253,7253,Soul-Strangler (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7255,7255,Tinkerbelle (Earth-616),Secret Identity,0,,,Female Characters,Living Characters
7256,7256,Victor Norman (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Living Characters
7258,7258,Aaron Stankey (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
7261,7261,Batragon (Earth-616),,1,,No Hair,Male Characters,Deceased Characters
7262,7262,Biljo White (Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
7263,7263,Bobby Sue Hollis (Earth-616),No Dual Identity,0,,Blond Hair,Female Characters,Living Characters
7264,7264,Centipor (Earth-616),,1,,No Hair,Male Characters,Deceased Characters
7265,7265,Dibbuk (Earth-616),,1,,,Male Characters,Living Characters
7266,7266,Gemini (Android) (Earth-616),Secret Identity,1,,Red Hair,Female Characters,Living Characters
7267,7267,Ghilaron (Earth-616),,1,,,Male Characters,Deceased Characters
7268,7268,Gormok (Earth-616),,1,,,Male Characters,Living Characters
7269,7269,Hector Santiago (Earth-616),,1,,Black Hair,Male Characters,Living Characters
7270,7270,Jason Dean (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7271,7271,Kenneth Sturdy (Earth-616),,1,Black Eyes,Grey Hair,Male Characters,Deceased Characters
7272,7272,Lepirax (Earth-616),,1,Compound Eyes,,Male Characters,Living Characters
7273,7273,Metalloid (Earth-616),,1,,,,Living Characters
7274,7274,Michael Armstrong (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
7275,7275,Oliver Broadhurst (Earth-616),Public Identity,0,,Bald,Male Characters,Living Characters
7277,7277,Tod Radcliffe (Earth-616),No Dual Identity,1,,Red Hair,Male Characters,Deceased Characters
7279,7279,Arabella Jones (Earth-616),Public Identity,0,Green Eyes,Red Hair,Female Characters,Living Characters
7280,7280,Arcturus (Rigellian) (Earth-616),No Dual Identity,1,,,Male Characters,Living Characters
7281,7281,Arthur Reynolds (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7283,7283,Boulder (Outcasts) (Earth-616),Secret Identity,1,,Bald,Male Characters,Living Characters
7285,7285,Franz Schneider (Earth-616),Public Identity,0,,White Hair,Male Characters,Living Characters
7286,7286,Gasshga (Earth-616),Public Identity,1,,Blue Hair,Male Characters,Living Characters
7287,7287,James Wyatt (Earth-616),Public Identity,1,,,Male Characters,Living Characters
7288,7288,Khadar (Earth-616),No Dual Identity,0,,No Hair,Male Characters,Living Characters
7289,7289,Mathal (Earth-616),,0,,,,Living Characters
7291,7291,Steven Danvers (Earth-616),,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
7292,7292,Thunder (Deviant) (Earth-616),,1,,,Male Characters,Living Characters
7293,7293,Val Adair (Earth-616),Public Identity,1,Brown Eyes,Black Hair,Male Characters,Living Characters
7294,7294,Alexei Vazhin (Robot) (Earth-616),,1,,,,Deceased Characters
7296,7296,Barth Bukowski (Earth-616),,0,,Blond Hair,Male Characters,Living Characters
7297,7297,Captain Hama (Earth-616),,0,,,Male Characters,Living Characters
7298,7298,Chaos (Eternal) (Earth-616),,1,,No Hair,Male Characters,Living Characters
7299,7299,Dionysus (Eternal) (Earth-616),,1,,Brown Hair,Male Characters,Living Characters
7300,7300,Eye Killers (Earth-616),Secret Identity,1,Red Eyes,No Hair,,Living Characters
7301,7301,Ginny Snow (Earth-616),,0,,,Female Characters,Living Characters
7302,7302,Hand of Five (Earth-616),Secret Identity,1,,No Hair,,Living Characters
7304,7304,Randy Vale (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Deceased Characters
7305,7305,Skrull-X (Earth-616),Secret Identity,1,Red Eyes,No Hair,Male Characters,Living Characters
7307,7307,Uranus Bliss (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
7308,7308,Waxman (Earth-616),,1,,,Male Characters,Living Characters
7310,7310,Aaron Soames (Earth-616),Secret Identity,1,Blue Eyes,White Hair,Male Characters,Deceased Characters
7311,7311,Ammon Ra (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
7313,7313,Computrex (Earth-616),,1,,,,Living Characters
7314,7314,Doctor Daedalus (Earth-616),,1,,Bald,Male Characters,Deceased Characters
7315,7315,Earl Cowan (Earth-616),Public Identity,1,,Brown Hair,Male Characters,Living Characters
7317,7317,John Ehrmann (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
7318,7318,Leoninus (Earth-616),Secret Identity,1,,Blond Hair,Male Characters,Living Characters
7319,7319,Marcus Immortus (Earth-616),,1,,Black Hair,Male Characters,Deceased Characters
7320,7320,Mary Shamara (Earth-616),No Dual Identity,0,,Black Hair,Female Characters,Living Characters
7321,7321,Paul Bailey (Earth-616),Secret Identity,0,,Brown Hair,Male Characters,Living Characters
7322,7322,Phyllis Shamara (Earth-616),No Dual Identity,0,,Black Hair,Female Characters,Living Characters
7323,7323,Ray-na (Earth-616),Public Identity,0,Blue Eyes,Black Hair,Female Characters,Deceased Characters
7325,7325,Timothy Braverman (Earth-616),,1,,,Male Characters,Living Characters
7326,7326,Willard Harrison (Earth-616),Public Identity,1,,,Male Characters,Living Characters
7327,7327,Yahweh (Earth-616),No Dual Identity,0,Variable Eyes,Variable Hair,Male Characters,Living Characters
7328,7328,Aquon (Microverse) (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
7329,7329,Astron (Earth-616),Secret Identity,0,,,Male Characters,Deceased Characters
7330,7330,Berserker (Primitive) (Earth-616),Secret Identity,1,Green Eyes,Brown Hair,Male Characters,Living Characters
7332,7332,Ira Gross (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
7333,7333,Mia Carrera (Earth-616),Public Identity,0,Blue Eyes,Black Hair,Female Characters,Living Characters
7334,7334,Mud-Thing (Earth-616),Secret Identity,0,White Eyes,,Male Characters,Living Characters
7335,7335,Nadar (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
7336,7336,Ozzie Palmer (Earth-616),,1,,Blond Hair,Male Characters,Living Characters
7338,7338,Ramon Hernandez (Doctor) (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
7339,7339,Red Fowler (Earth-616),Public Identity,0,,Red Hair,Male Characters,Living Characters
7341,7341,Stygorr (Earth-616),,1,Violet Eyes,,Male Characters,Living Characters
7342,7342,Ursula Richards (Earth-616),Public Identity,0,,Black Hair,Female Characters,Living Characters
7343,7343,William McLaughlin (Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
7344,7344,William Scott (Earth-616),Public Identity,1,Blue Eyes,Black Hair,Male Characters,Deceased Characters
7345,7345,Xi Shan-Hao (Earth-616),,1,,Bald,Male Characters,Living Characters
7346,7346,Alcmena (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Female Characters,Deceased Characters
7347,7347,Atra (Earth-616),,1,Blue Eyes,Bald,Male Characters,Living Characters
7348,7348,Blackthorn (Earth-616),Public Identity,0,Violet Eyes,No Hair,Male Characters,Living Characters
7352,7352,Elathan (Earth-616),Secret Identity,1,,Grey Hair,Male Characters,Living Characters
7354,7354,Fletcher Heggs (Earth-616),Secret Identity,1,,,Male Characters,Deceased Characters
7355,7355,Ghost Maker (Earth-616),Secret Identity,1,Brown Eyes,Black Hair,,Living Characters
7357,7357,Indech (Earth-616),Public Identity,1,,No Hair,Male Characters,Living Characters
7359,7359,Justin Alphonse Gamble (Earth-616),,0,,Red Hair,Male Characters,Living Characters
7360,7360,Kip Holm (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
7362,7362,Mehemet Faoul (Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
7363,7363,Mele (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
7366,7366,Rimthursar (Earth-616),,1,,Grey Hair,Male Characters,Living Characters
7367,7367,S.U.L.T.A.N. (Earth-616),Secret Identity,1,,Grey Hair,Male Characters,Living Characters
7368,7368,Sandy (Earth-616),No Dual Identity,0,,,Female Characters,Living Characters
7369,7369,Shaft (Chaste) (Earth-616),,0,,,,Deceased Characters
7371,7371,Webwing (Earth-616),Public Identity,0,Black Eyes,,,Living Characters
7372,7372,Yama (Devas) (Earth-616),,1,,Black Hair,Male Characters,Living Characters
7373,7373,Alhambra (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
7374,7374,Andy (Angel) (Earth-616),Secret Identity,0,Blue Eyes,White Hair,Male Characters,Living Characters
7375,7375,Baron von Blimp (Earth-616),,1,,Black Hair,Male Characters,Living Characters
7376,7376,Brokk (Dwarf) (Earth-616),Public Identity,0,Brown Eyes,Bald,Male Characters,Living Characters
7377,7377,Drake Previn (Earth-616),Secret Identity,0,Blue Eyes,Black Hair,Male Characters,Living Characters
7378,7378,Elsie Grimm (Earth-616),,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
7379,7379,Ethan Domblue (Earth-616),,1,,,Male Characters,Living Characters
7380,7380,George Hill (Earth-616),,1,,Black Hair,Male Characters,Living Characters
7381,7381,Gregori Larionov (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
7382,7382,Gregory Bestman (Earth-616),Public Identity,0,,Grey Hair,Male Characters,Living Characters
7383,7383,Jason Stryker (Earth-616),No Dual Identity,1,Black Eyes,Black Hair,Male Characters,Living Characters
7384,7384,Jorge Latham (Earth-616),Public Identity,0,,Grey Hair,Male Characters,Living Characters
7385,7385,Locksmith (Earth-616),Secret Identity,1,Black Eyes,Black Hair,Male Characters,Living Characters
7386,7386,Lucas Jackson (Earth-616),Public Identity,0,Yellow Eyes,No Hair,Male Characters,Living Characters
7387,7387,Marcus Gallio (Earth-616),Secret Identity,1,,Blond Hair,Male Characters,Deceased Characters
7388,7388,Polowski (Earth-616),,1,,Black Hair,Male Characters,Living Characters
